GemeindeID,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,2.0,0.0,4.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
767,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
768,3.0,9.0,6.0,1.0,12.0,4.0,10.0,4.0,8.0,17.0,15.0,33.0,32.0,36.0,45.0,65.0,29.0,35.0,28.0,18.0,34.0,27.0,31.0,17.0,30.0
769,0.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,10.0,2.0,8.0,11.0,4.0,16.0,4.0,5.0,2.0,5.0,4.0,2.0,2.0,5.0
770,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
781,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,
782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
783,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,4.0,0.0,0.0,1.0,0.0,2.0,1.0,9.0,1.0,1.0
784,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0,2.0,5.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0
785,1.0,7.0,2.0,4.0,3.0,1.0,5.0,4.0,4.0,2.0,2.0,20.0,6.0,15.0,8.0,15.0,14.0,17.0,16.0,14.0,11.0,9.0,15.0,4.0,11.0
786,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
791,0.0,1.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
792,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,9.0,3.0,0.0,3.0,1.0,3.0,2.0,1.0,3.0,6.0,2.0
793,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
794,1.0,5.0,2.0,2.0,1.0,1.0,2.0,5.0,1.0,0.0,1.0,6.0,8.0,12.0,6.0,3.0,6.0,5.0,2.0,9.0,5.0,8.0,8.0,4.0,5.0
841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,7.0
842,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,4.0,0.0,5.0,2.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0
843,4.0,4.0,7.0,4.0,3.0,0.0,3.0,9.0,3.0,9.0,16.0,14.0,12.0,21.0,29.0,32.0,32.0,19.0,15.0,15.0,14.0,23.0,10.0,16.0,16.0
851,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,,,,,
852,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
853,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,3.0,0.0,6.0,1.0,6.0,3.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0
854,0.0,3.0,0.0,1.0,0.0,2.0,2.0,1.0,5.0,7.0,9.0,12.0,26.0,25.0,11.0,25.0,9.0,12.0,8.0,4.0,,,,,
855,,,,,,,,,,,,,,,,,,,,,12.0,3.0,13.0,5.0,3.0
861,3.0,3.0,2.0,14.0,9.0,6.0,8.0,7.0,7.0,15.0,4.0,17.0,14.0,10.0,23.0,42.0,25.0,52.0,38.0,31.0,42.0,42.0,32.0,36.0,30.0
862,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
863,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0
865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
866,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,6.0,0.0,2.0
867,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0
869,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,7.0,0.0,3.0,0.0,1.0,0.0,1.0,3.0,0.0,7.0,1.0,2.0,2.0,0.0
870,1.0,5.0,4.0,2.0,6.0,5.0,3.0,3.0,4.0,9.0,12.0,33.0,13.0,28.0,23.0,55.0,33.0,46.0,25.0,32.0,24.0,4.0,23.0,13.0,6.0
871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,5.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0
873,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
876,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,2.0,1.0,2.0,6.0,2.0,3.0
877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
879,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,30.0,2.0,24.0,4.0,13.0,0.0,15.0,2.0,11.0,7.0,5.0,3.0,3.0,0.0
880,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0
881,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0
882,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
883,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,3.0,3.0,1.0,2.0,10.0,9.0,21.0,3.0,14.0,5.0,8.0,10.0,2.0,9.0,1.0,6.0
884,0.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,4.0,1.0,4.0,4.0,2.0,10.0,7.0,8.0,2.0,9.0,5.0,7.0,13.0,6.0,2.0
885,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,1.0,3.0,6.0,1.0,1.0,4.0,1.0,3.0,12.0,7.0,0.0,0.0,0.0,0.0,6.0,2.0
886,2.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,6.0,4.0,4.0,17.0,13.0,6.0,2.0,2.0,3.0,4.0,6.0,2.0,1.0,3.0
888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,3.0,4.0,2.0
901,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,8.0,1.0,0.0,3.0,5.0,6.0,3.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0
902,1.0,4.0,4.0,3.0,7.0,1.0,8.0,12.0,24.0,22.0,39.0,49.0,25.0,70.0,41.0,23.0,48.0,32.0,22.0,33.0,9.0,15.0,16.0,6.0,7.0
903,0.0,2.0,0.0,0.0,1.0,2.0,2.0,4.0,0.0,1.0,0.0,1.0,7.0,10.0,4.0,15.0,4.0,3.0,4.0,4.0,2.0,3.0,1.0,1.0,1.0
904,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
905,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,0.0,8.0,2.0,5.0,7.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0
906,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,4.0,2.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
907,1.0,1.0,0.0,1.0,1.0,1.0,2.0,4.0,4.0,0.0,2.0,6.0,6.0,14.0,10.0,5.0,1.0,3.0,1.0,3.0,2.0,2.0,0.0,0.0,2.0
908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
909,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,17.0,15.0,24.0,5.0,10.0,5.0,3.0,4.0,1.0,4.0,9.0,4.0
921,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
922,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,3.0,7.0,0.0,0.0,3.0,2.0,1.0,1.0,3.0,1.0
923,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,5.0
924,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
925,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
926,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
927,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,7.0,6.0,0.0,17.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,1.0,4.0,9.0,0.0,1.0,1.0
928,1.0,4.0,7.0,7.0,4.0,8.0,8.0,5.0,17.0,10.0,11.0,38.0,21.0,45.0,29.0,43.0,30.0,26.0,8.0,26.0,15.0,19.0,13.0,23.0,3.0
929,3.0,0.0,2.0,2.0,5.0,4.0,1.0,6.0,6.0,2.0,2.0,4.0,2.0,2.0,11.0,13.0,16.0,21.0,8.0,17.0,7.0,8.0,2.0,3.0,19.0
930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,
931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,,,,,,,,,
934,2.0,3.0,1.0,1.0,2.0,6.0,0.0,0.0,7.0,0.0,3.0,9.0,3.0,2.0,2.0,1.0,11.0,13.0,4.0,4.0,2.0,3.0,2.0,9.0,3.0
935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
938,4.0,1.0,3.0,4.0,2.0,1.0,1.0,0.0,3.0,1.0,1.0,2.0,4.0,3.0,8.0,4.0,6.0,6.0,3.0,5.0,7.0,8.0,13.0,7.0,8.0
939,3.0,9.0,8.0,24.0,10.0,12.0,5.0,17.0,14.0,28.0,25.0,67.0,19.0,66.0,53.0,44.0,42.0,27.0,19.0,38.0,30.0,19.0,34.0,31.0,41.0
940,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
941,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,3.0,2.0,0.0,2.0,1.0,0.0,5.0,5.0,2.0,1.0,2.0,1.0,3.0,1.0,0.0,4.0
942,27.0,42.0,46.0,75.0,51.0,21.0,49.0,34.0,56.0,106.0,77.0,334.0,230.0,359.0,261.0,353.0,255.0,256.0,127.0,118.0,135.0,105.0,119.0,75.0,122.0
943,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
944,1.0,10.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,8.0,4.0,13.0,15.0,24.0,8.0,18.0,21.0,18.0,8.0,4.0,7.0,6.0,11.0,8.0,5.0
945,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
948,,,,,,,,,,,,,,,,,0.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0
951,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,6.0,1.0,0.0,3.0
952,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
953,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,9.0,1.0,2.0,0.0,6.0,1.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
954,1.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,8.0,2.0,7.0,18.0,23.0,16.0,22.0,14.0,17.0,9.0,40.0,11.0,8.0,15.0,9.0,7.0
955,3.0,2.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,6.0,4.0,4.0,11.0,19.0,20.0,13.0,15.0,10.0,1.0,4.0,0.0,6.0,1.0,0.0,3.0
956,0.0,3.0,2.0,2.0,0.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,5.0,5.0,1.0,8.0,6.0,7.0,4.0,2.0,7.0,5.0,3.0,2.0,2.0
957,6.0,2.0,2.0,1.0,3.0,0.0,4.0,0.0,6.0,3.0,5.0,37.0,23.0,18.0,27.0,23.0,13.0,32.0,25.0,8.0,13.0,2.0,7.0,2.0,2.0
958,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,3.0,1.0
959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
960,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
971,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,5.0,2.0,3.0,0.0,1.0,5.0,0.0,8.0,3.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0
972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
973,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
974,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,,,,
975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0
977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
979,5.0,1.0,5.0,4.0,6.0,14.0,4.0,5.0,10.0,17.0,12.0,17.0,29.0,35.0,8.0,44.0,19.0,31.0,33.0,25.0,24.0,28.0,24.0,8.0,16.0
980,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,1.0,1.0
981,5.0,6.0,2.0,2.0,7.0,0.0,0.0,1.0,1.0,17.0,2.0,17.0,6.0,9.0,11.0,10.0,39.0,93.0,11.0,19.0,22.0,30.0,15.0,7.0,9.0
982,1.0,1.0,0.0,3.0,2.0,3.0,2.0,5.0,1.0,2.0,9.0,5.0,8.0,11.0,2.0,9.0,8.0,5.0,0.0,2.0,3.0,7.0,5.0,5.0,0.0
983,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,9.0,4.0,5.0,7.0,1.0,3.0,1.0,3.0,7.0,4.0,1.0,4.0,1.0,4.0,2.0,3.0,1.0
984,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,8.0,13.0,4.0,7.0,2.0,,,,,,,,
985,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,,,,,,,
987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
988,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0
989,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0
990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
991,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
992,0.0,0.0,8.0,0.0,1.0,2.0,0.0,2.0,1.0,3.0,2.0,15.0,1.0,5.0,8.0,15.0,13.0,18.0,7.0,1.0,6.0,4.0,9.0,8.0,9.0
993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
995,5.0,0.0,9.0,8.0,2.0,10.0,0.0,1.0,0.0,7.0,4.0,7.0,10.0,1.0,7.0,19.0,17.0,26.0,3.0,3.0,10.0,11.0,5.0,4.0,9.0
996,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
1002,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,4.0,6.0,3.0,0.0,8.0,4.0,8.0,14.0,14.0,2.0,6.0,5.0,3.0,1.0
1003,0.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,5.0,1.0,3.0,14.0,11.0,22.0,18.0,17.0,3.0,16.0,7.0,12.0,7.0,6.0,,,
1004,1.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,5.0,4.0,0.0,5.0,1.0,1.0,1.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1005,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,13.0,9.0,0.0,8.0,2.0,7.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
1006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,,,
1007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1008,2.0,1.0,0.0,0.0,1.0,4.0,1.0,9.0,2.0,10.0,2.0,10.0,5.0,16.0,2.0,12.0,6.0,7.0,4.0,2.0,3.0,1.0,1.0,0.0,2.0
1009,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,0.0,0.0,11.0,2.0,9.0,0.0,8.0,2.0,12.0,1.0,2.0,6.0,4.0,10.0,4.0,0.0
1010,,,,,,,,,,,,,,,,,,,,,,,17.0,2.0,4.0
1021,0.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,1.0,5.0,0.0,0.0,7.0,3.0,6.0,0.0,1.0,4.0,2.0,0.0,3.0,1.0,0.0,1.0,4.0
1022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
1023,0.0,0.0,0.0,2.0,0.0,2.0,4.0,0.0,1.0,2.0,4.0,0.0,4.0,4.0,5.0,1.0,4.0,7.0,8.0,7.0,12.0,6.0,7.0,5.0,1.0
1024,20.0,71.0,61.0,58.0,45.0,143.0,102.0,95.0,79.0,50.0,28.0,52.0,59.0,27.0,18.0,107.0,99.0,123.0,119.0,182.0,187.0,177.0,203.0,207.0,214.0
1025,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,10.0,0.0,2.0,0.0,0.0,1.0,5.0,8.0,2.0,0.0,11.0,0.0,0.0
1026,4.0,1.0,2.0,0.0,2.0,14.0,6.0,3.0,8.0,2.0,7.0,11.0,6.0,14.0,7.0,11.0,14.0,8.0,14.0,18.0,11.0,5.0,7.0,6.0,4.0
1027,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,,,,,,,
1028,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,,,,,,,
1030,4.0,4.0,4.0,9.0,4.0,9.0,9.0,1.0,5.0,11.0,3.0,19.0,24.0,16.0,13.0,12.0,16.0,11.0,5.0,12.0,20.0,54.0,9.0,16.0,13.0
